Session 6 - Cabin Activity Sorting 2026 - A
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday

M2,Activity,CE: Raging Grannies,,,,Activity,Spa Day at Hot Rocks,,,,Activity,Tie Dye and Create Cabin Shirts,,,,Activity,Human Bowling Slip 'n Slide,,,,Activity,Doggy Spa
,Description,,,,,Description,Swim and relax at Hot Rocks with spa supplies,,,,Description,Tie-dye white shirts and decorate cabin shirts,,,,Description,Human bowling on the slip 'n slide using pool floaties,,,,Description,"Give Bebe a spa day complete with a bath, nail polish, fur paint and a cute costume"
,Materials,"granny costumes, bingo set, fake money, bday supplies",,,,Materials,"Henna (5), Hair tinsel, nail polish, hair chalk, face and body glitter",,,,Materials,"Fabric markers, fabric paint, 5 white shirts (YM-YL-YM-YS-YS)",,,,Materials,"soap, water hose, pool floaties, inflatable bowling pins",,,,Materials,"Dog spa box, pet nail polish, pet dye, pet costume, doggy pool, treats for tricks"
,Location,Roaming,,,,Location,Hot Rocks,,,,Location,Craft Shack 1,,,,Location,Slip 'n Slide,,,,Location,Gaga Ball
,Notes,2 Raging Grannies Facilitators,,,,Notes,,,,,Notes,Tie Dye Hero,,,,Notes,,,,,Notes,"Matthew requested, after Wed"
,HEROES,,,,,HEROES,,,,,HEROES,Tie Dye,,,,HEROES,,,,,HEROES,Matthew
M3,Activity,"Hair tinsel, braids and flower crowns at Hammock Village",,,,Activity,Bubble Cannon Slip 'n Slide,,,,Activity,CE: Miracle Berry Game Show,,,,Activity,Make Squishies,,,,Activity,Making Boba
,Description,Make flower crowns and use hair tinsel while braiding hair at hammock village,,,,Description,Use the bubble cannon on the Manzi slip  'n slide,,,,Description,,,,,Description,"Make squishies out of balloons, slime and beads, then dip them into the wax bins at candle making",,,,Description,Make Boba pearls and drink Strawberry milk boba
,Materials,"flower crowns PS box, hair tinsel, hair bands",,,,Materials,"Bubble cannon, dish soap, glycerin, pool toys",,,,Materials,"Miracle berries, sour food, sweet food, spicy food, salty food, 2 blindfolds",,,,Materials,"20 balloons, a lot of beads, 4 bottles of elmers glue, activator",,,,Materials,"1 bag of tapioca starch, 1 cup of brown sugar, 1 gallon of milk, 2 containers of strawberries, 1 cutting board"
,Location,Hammock Village,,,,Location,Slip 'n Slide,,,,Location,Dining Area 1,,,,Location,Dining Area 2,,,,Location,Dining Area 2
,Notes,,,,,Notes,,,,,Notes,Game Show Host Hero,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES
M4,Activity,CA + Lunch: Lake Picnic on the Small Dock,,,,Activity,CE: Blackberry Ice Cream w/ Liquid Nitrogen (Lab),,,,Activity,Tie Dye Water Gun Shirts,,,,Activity,Water Guns on Giant's Swing,,,,Activity,CAPP: Mural Painting
,Description,"Swim in the lake and have a picnic on the small dock, then jump on the trampoline",,,,Description,CA: Pick blackberries and RH: make blackberry ice cream using liquid nitrogen,,,,Description,Tie-dye shirts with water guns,,,,Description,Have a water ballon fight on Giant's Swing,,,,Description,Paint a stall door in the Manzi Bathhouse
,Materials,Picnic supplies,,,,Materials,"Liquid nitrogen, blackberries (self collected), ice cream materials from kitchen",,,,Materials,"white shirts, water guns (6), skin safe dye, sharpies",,,,Materials,Water Guns,,,,Materials,"acrylic paint, paint brushes"
,Location,Lake - Trampoline,,,,Location,Dining Area 3,,,,Location,Field - Tiny,,,,Location,Giant Swing,,,,Location,Manzi
,Notes,Lifeguard,,,,Notes,Liquid Nitrogen Hero,,,,Notes,Tie Dye Hero,,,,Notes,Giant Swing 1st and 2nd,,,,Notes
,HEROES,LIFEGUARD,,,,HEROES,Liquid Nitrogen,,,,HEROES,Tie Dye,,,,HEROES,"Giants Swing 1st, Giants Swing 2nd, Pole Course On ground",,,,HEROES
M5,Activity,Slip n slide bowling,,,,Activity,Cabin fashion show,,,,Activity,Sensory deprivation pizza making,,,,Activity,CE: Lathe Lightsabers,,,,Activity,Burn the village down
,Description,Do human bowling down the slip n slide.,,,,Description,Give eachother and the counselor a makeover and have a fashion show,,,,Description,"Pizza making and while decorating, some have blindfold, some have earplugs, and some have to stay silent",,,,Description,,,,,Description,Make a small village and burn it with a flamethrower
,Materials,"Inflatable pins, floaties",,,,Materials,"Face paint, face glitter, face rhinestones, costumes (self collected)",,,,Materials,"Pizza dough, red sauce, pineapple, mozzarella cheese, pepperoni, 2 blindfolds, 2 earplugs, masking tape",,,,Materials,,,,,Materials,"Flamethrower, 3 packs of popsicle sticks, super glue, hot glue, markers, duct tape, card board"
,Location,Slip 'n Slide,,,,Location,Amphitheatre,,,,Location,Outdoor Kitchen,,,,Location,Lathe,,,,Location,Campfire Circle
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,Lathe Facilitator,,,,Notes,Flamethrower
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,Lathe Woodworking,,,,HEROES,Flamethrower
P1,Activity,Water Gun fight in Pine,,,,Activity,CE: Pine Bathhouse Escape,,,,Activity,Trampoline on the Lake,,,,Activity,Water gun lvl Duels on Lake mat,,,,Activity,Snorkling at Bottom of Falls
,Description,Pine 1 has a free for all water gun fight around Pine Village,,,,Description,,,,,Description,"Uses trampoline, tyson blob into lake",,,,Description,face off in 1v1 duels on lake mat. Waterguns get attatched to campers using a carabeaner as not to lose them. A carabeaner to allow for a quick change over,,,,Description,Swim at the Falls with snorkles and look for fish
,Materials,"7x WORKING water guns, 1x bin to fill up with water",,,,Materials,,,,,Materials,NA,,,,Materials,"3x water guns, 2x carabeaners to attach to lifejackets, 2x p-cord (short)",,,,Materials,"6x snorkles, 6x snorkle goggles, 6x flippers"
,Location,Pine,,,,Location,Pine,,,,Location,Lake - Trampoline,,,,Location,Lake - Mats,,,,Location,The Falls - Bottom
,Notes,Dat as HERO if possible (Tyson insert) [5-3-5-5-3],,,,Notes,"Pine bathhouse facilitator, sched req charlton setup w/ julian",,,,Notes,LG [5-4-4-5-5],,,,Notes,LG,,,,Notes,[4-5-4-5-5]
,HEROES,XYZ Cannon,,,,HEROES,"Dat, Kidnapping, Driver",,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Village Heroes
P2,Activity,XYZ Angry Birds,,,,Activity,RH: CE: Dat kidnaps P2,,,,Activity,RC Boats game/race,,,,Activity,Trash Can liquid Nitrogen Explosion,,,,Activity,Bubble suit tarp wrestling
,Description,Use the xyz cannon to the structure we build,,,,Description,HERO kidnaps my campers then take them to the lodge to a secret party where Dat is waiting,,,,Description,RC boats race,,,,Description,?,,,,Description,Slip n slide sumo at tiny field
,Materials,"xyz canon, cardboard, tape",,,,Materials,"Car, team of HEROs, water guns, speaker, blindfolds",,,,Materials,5 RC boats,,,,Materials,"Trashcan, liquid nitrogen stuff",,,,Materials,"Bubble suits, soap, big tarp"
,Location,VLurt,,,,Location,Lodge,,,,Location,Lake - Outer 1,,,,Location,Field - Lake,,,,Location,Field - Tiny
,Notes,XYZ cannon hero,,,,Notes,"Dat (dancing in lodge), kidnapping Hero/Driver",,,,Notes,[5-5-4-3-3],,,,Notes,Liq Nitro HERO,,,,Notes,"Bubble suit HERO, [5-4-4-4-1]"
,HEROES,,,,,HEROES,"Kidnapping, Driver",,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES,,,,,HEROES,"Kidnapping, Driver"
P3,Activity,Bubblesuit Soccer on tarp,,,,Activity,Kidnap Tyson,,,,Activity,Build a cabin,,,,Activity,Smash a TV/Rage Room,,,,Activity,CE:Kidnap Hostage Situation
,Description,"put down tarp, wear bubblesuits have hoses around, play soccer on tarp",,,,Description,"Blindfold Tyson and put him in the minivan, drive him to the maze which he needs to complete while we thrwo dodgeballs at him",,,,Description,"build a cabin out of cardboard, then destroy it with different ways",,,,Description,,,,,Description
,Materials,"6 bubble suits, 1 soccer ball, 2 goals, 1 tarp, soap, hoses",,,,Materials,"blindfolds, car",,,,Materials,"lots of cardboard, tape, scissors, glue, paint, Hose, archery clout",,,,Materials,"Safety goggles, tv or other device, sledge hammer",,,,Materials
,Location,Field - Tiny,,,,Location,Blacksmithing,,,,Location,Campfire Circle,,,,Location,,,,,Location,Back 40 1
,Notes,[4],,,,Notes,Driver needed [5] and kidnapping hero,,,,Notes,[4] Fire Hero BURN DURING RH OR OTHER DAY,,,,Notes,,,,,Notes,Driver + Kidnapping Hero/facilitator
,HEROES,"Tyson, Paintball  Setup",,,,HEROES,,,,,HEROES,Riflery,,,,HEROES,Airsoft Setup,,,,HEROES
P4,Activity,Hunting Tyson (Paintball),,,,Activity,CE: Liquid Nitrogen Lab,,,,Activity,Powder Balloon w/ consequences,,,,Activity,Airsoft Battle Royale,,,,Activity,Picnic at Falls
,Description,Hunting Tyson with paintball 6 vs 1,,,,Description,Liquid Nitrogen Ice Cream,,,,Description,"Riflery with powder balloon, Green, you are safe, yellow: small conc. red: big con --> ask Javi (get soaked or painted)",,,,Description,"Battle royal with 3 helium balloons attached to body (lives), wepaons spread through Back 40",,,,Description
,Materials,"7 paintball sets (6 rifles with hopper, 1 revolver)",,,,Materials,Liquid Nitro stuff,,,,Materials,"Riflery, Powder balloon + spells Javi",,,,Materials,m,,,,Materials,"Picnic, Toys"
,Location,Back 40 1,,,,Location,Dining Area 1,,,,Location,Riflery,,,,Location,Back 40 1,,,,Location,The Falls - Bottom
,Notes,"Tyson [5!], Paintball HERO",,,,Notes,No cocos,,,,Notes,Riflery facilatator,,,,Notes,Airsoft HERO,,,,Notes
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Flamethrower,,,,HEROES,,,,,HEROES,LIFEGUARD
P5,Activity,B-day suprise,,,,Activity,CE: Pop & Paint: Weapons Edition,,,,Activity,Flamethrower Smores,,,,Activity,Painball Hunt Tyson,,,,Activity,Bubble Suit and Lake = Picnic
,Description,Campers want to suprise Corina (M5) for her birthday filling the cabin with balloons and birthday posters,,,,Description,,,,,Description,make smores (possibly melt metal) with a flamethrower,,,,Description,,,,,Description
,Materials,"50 balloons, 8 posters (blank), various markers, 2 streamers",,,,Materials,,,,,Materials,"Flamethrower, 12 marshmellows, graham crackers, 3 hershey bars",,,,Materials,,,,,Materials,5 bubble suits
,Location,Manzi,,,,Location,,,,,Location,Parking Lot,,,,Location,Madrone Cradle,,,,Location,Iceberg - Lake
,Notes,MONDAY,,,,Notes,Pop & Paint Hero,,,,Notes,"Flamethrower HERO, PINDAR DAY",,,,Notes,,,,,Notes,LG
,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,Flamethrower,,,,HEROES
P6,Activity,RH: CE: Flaming Golf into the Lake,,,,Activity,Scuba Diving on the Lake,,,,Activity,Bubblesuit fight Swim at the lake,,,,Activity,Make a fortress and destroy it,,,,Activity,Airsoft vs C1
,Description,Flaming Gold CE,,,,Description,Scuba on the lake looking for my watch / hidden treasures,,,,Description,"Fight on the mats. if borng, just normally",,,,Description,"Use fresnel lens (cant, flamethrower) Create cardboard fort. Maybe even flamethrower",,,,Description,Airsoft battle vs C1. Probs in Back40
,Materials,Flaming Golf,,,,Materials,scuba supplies,,,,Materials,"6x bubble suits, LG??",,,,Materials,Flamethrower,,,,Materials,Airsoft
,Location,Lake - Trampoline,,,,Location,Lake - Outer 1,,,,Location,Lake - Outer 1,,,,Location,Campfire Circle,,,,Location,Dirt Bowl
,Notes,[5s] - James can facil,,,,Notes,[5-5-5-4-5],,,,Notes,Bubble suit HERO + LG [5-5-4-5-5],,,,Notes,Flamethrower HERO [3.5-4-3-3-4],,,,Notes,[4s]
,HEROES,"Dat, Tyson",,,,HEROES,"Julian, Charlton, Pine Needle Weaving",,,,HEROES,LIFEGUARD,,,,HEROES,LIFEGUARD,,,,HEROES
O1,Activity,Water Gun Fight on Giant Swing,,,,Activity,Bubble Suits on Lake,,,,Activity,RH: Henna at the Falls,,,,Activity,Mermaids for a Day,,,,Activity,CE:Kidnap Hostage Situation
,Description,,,,,Description,,,,,Description,,,,,Description,Become mermaids and swim at secret pool,,,,Description
,Materials,6 water guns,,,,Materials,6 bubble suits,,,,Materials,"Henna, hair tinsel",,,,Materials,"6 mermaid tails, water-safe glitter, beads, body paint",,,,Materials
,Location,Giant Swing,,,,Location,Lake - Mats,,,,Location,The Falls - Bottom,,,,Location,Secret Pool,,,,Location,Back 40 1
,Notes,Giant Swing 1st and 2nd,,,,Notes,LG,,,,Notes,,,,,Notes,,,,,Notes,Driver + Kidnapping Hero/facilitator
,HEROES,"Giants Swing 1st, Giants Swing 2nd, Pole Course On ground",,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,"Kidnapping, Driver"
O2,Activity,Smoke Cookie Making,,,,Activity,Low Ropes,,,,Activity,Horse Spa Day,,,,Activity,Spa Day at Falls,,,,Activity,RH: CE: Flaming Golf
,Description,Make smoke cookie and light in campfire after dark,,,,Description,,,,,Description,,,,,Description,,,,,Description
,Materials,"600g KNO3, 400g sugar, pan, safety gear",,,,Materials,,,,,Materials,"Horse bubbles, horse-safe dye",,,,Materials,"Henna, hair tinsel",,,,Materials
,Location,Art Pavillion 1,,,,Location,Low Ropes 1,,,,Location,Horses,,,,Location,,,,,Location,Field - Lake
,Notes,,,,,Notes,Lisa,,,,Notes,"EQ team Camp Augusta Equestrian, after Wed",,,,Notes,,,,,Notes,Flaming Golf Hero Tori Perman
,HEROES,,,,,HEROES,Lisa,,,,HEROES,,,,,HEROES,,,,,HEROES,"Tori, Flaming Pinecone Throwing"
O3,Activity,EMBERS: Rollerskate in Lodge at Night,,,,Activity,Bake Horse Treats & Feed Them,,,,Activity,CE: Miracle Berry Game Show,,,,Activity,Dog Obstacle Course,,,,Activity,Make Cookies
,Description,Put on glow in the dark paint and glow sticks and rollerskate in lodge,,,,Description,"Bake horse treats, bring them down and feed them",,,,Description,,,,,Description,"Get 2 dogs (or more), train them to do tricks and run around an obstacle course",,,,Description
