Session 2 - Cabin Activity Sorting 2026 - A
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday

M1,Activity,Becoming a team <3,,,,Activity,We are a manzi garden,,,,Activity,Being interior designers,,,,Activity,Collaborative Crazy tie dye,,,,Activity,CE: Rescue Your Counselor from an Evil Mastermind
,Description,Do low ropes to work on our teambuilding and collaboration,,,,Description,"make flower crowns, and become flowers together.",,,,Description,We all create different crafts to decorate the cabin with,,,,Description,"Fill water balloons and water guns with tie dye and wear white tees, then end by all of us shooting and throwing paint at a big sheet to create a cabin banner",,,,Description,The Cabin goes on a hunt to find their kidnapped counselor.
,Materials,,,,,Materials,"Green wire, fake flowers (as many as we can), green pipe cleaners, fake leaves, green washi tape",,,,Materials,"Flowers, leaves, papers, pens, streamers, wood, push pins, candle making, gloves, hot glue, popsicle sticks, cardboard",,,,Materials,"Big sheet, white tees, 6 water guns, 6 resuable water balloons, body safe tie dye, 6 safety goggles , 6 pairs of rubber gloves if possible",,,,Materials
,Location,Low Ropes 1,,,,Location,Craft Shack 1,,,,Location,Manzi,,,,Location,Craft Shack 1,,,,Location,G. Zip
,Notes,Low ropes facilitator,,,,Notes,,,,,Notes,candle making facilitator,,,,Notes,,,,,Notes,"Donny, g-zip lvl 2, partner HERO, lvl 2 on ground"
,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,"Donny, Ground Belay 1st CW, Pole Course On ground"
M2,Activity,Slip and Slide relay race,,,,Activity,Fruit salad ninjas,,,,Activity,Spa day at Hot Rocks,,,,Activity,Become dog spa and makeover artists,,,,Activity,CE Liquid Nitrogen
,Description,Create different relay tasks and do a relay race down the slip n slide by seeing who can complete the different challenges we come up with.,,,,Description,Create fruit salad by cutting up fruits with a catana,,,,Description,have a spa day at Hot Rocks,,,,Description,"Paint dogs and dress them up, have a dog fashion show, then clean off with a spa day after runway time",,,,Description
,Materials,"soap, pool floaties (2-3), pool noodles (6), Inflatable bowling set, inflatable bubbles, timer",,,,Materials,"Watermelon, other fruits, tarp, bowl, spoons/forks for eating",,,,Materials,"7 face masks, nail polish, henna",,,,Materials,"2 dogs, bathtub (bin), dog friendly soap, dog friendly paint, outfits (youth shirts?), retired silk (runway)",,,,Materials
,Location,Manzi,,,,Location,Field - Cedar,,,,Location,Hot Rocks,,,,Location,Dining Area 2,,,,Location,Dining Area 1
,Notes,,,,,Notes,Catana HERO,,,,Notes,Lifeguard - Hot Rocks *Elsa life guard,,,,Notes,Dog HERO,,,,Notes,Liq. Nit. Hero
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Village Heroes
M3,Activity,Total relaxation at hot rocks,,,,Activity,Civil war of slime,,,,Activity,Squishy and ASMR scientists,,,,Activity,Big bad wolves versus the little pigs,,,,Activity,CE Liquid Nitrogen
,Description,have an ultimate spa day at hot rocks,,,,Description,Do a slime fight against one another,,,,Description,"design and create our own squishies, then do asmr by dipping a thin layer of wax over them to crackle",,,,Description,"Build a fort out of cardboard and split into teams to defend and attack the fort with swords. At the end, we surrender our fort to a fire pit and burn it with a flame thrower.",,,,Description
,Materials,"6 face masks, nail polish, hair chalk, Chalk",,,,Materials,"Slime, buckets, reusable water baloons, water shooters",,,,Materials,"Balloons, shaving cream, slime or putty, (enough for 6 people)",,,,Materials,"Enough card board for a fort, swords (5), flamethrower",,,,Materials
,Location,Hot Rocks,,,,Location,Field - Tiny,,,,Location,Craft Shack 2,,,,Location,Campfire Circle,,,,Location,Dining Area 1
,Notes,,,,,Notes,Yolanne if possible,,,,Notes,Crazy Candle facilitator,,,,Notes,"Flamethrower Fire HERO, firehose HERO",,,,Notes,Liq. Nit. HERO
,HEROES,,,,,HEROES,Yolanne,,,,HEROES,Candle making,,,,HEROES,Flamethrower,,,,HEROES,Village Heroes
M4,Activity,Ultimate Pip Art Canvas,,,,Activity,Positively pranking,,,,Activity,Spa day at Hot Rocks,,,,Activity,Open a casino,,,,Activity,CE: Raging Grannies
,Description,"Dress up their counselor and give them a wonderful makeover, then show off their beautiful art in a runway.",,,,Description,Surprise Abby's brother's cabin by decoating it,,,,Description,have a spa day at Hot Rocks,,,,Description,Open up a manzi casino and teach card games/poker to one another,,,,Description
,Materials,"Face paint, costume, face paint brushes, face/body safe gliitter and art",,,,Materials,"Fake flowers, banners, paper, markers, tape, fairy lights, glitter, glue",,,,Materials,"7 face masks, nail polish, henna",,,,Materials,"2 decks of cards, poker chips, table, table cloth",,,,Materials
,Location,Amphitheatre,,,,Location,,,,,Location,Hot Rocks,,,,Location,Manzi,,,,Location,_Other
,Notes,,,,,Notes,HERO who will enforce some boundaries/level 1s,,,,Notes,,,,,Notes,,,,,Notes,Ideally Vic & Charlton - but Charlton and another HERO could work
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,,,,,HEROES,"Charlton, Vic"
M5,Activity,Lake survival challenge: Part 1,,,,Activity,Lake survival challenge: Part 2,,,,Activity,Slip n slide sportsmanship,,,,Activity,Become a parachute physicist,,,,Activity,CE Pine Bathhouse Escape Room
