Session 3B - Cabin Act Sorting 2026 - B
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday

M1,Activity,Obstacle course on the lake,,,,Activity,Kidnap Connor w/Picnic,,,,Activity,Build and Paint a shoe rack,,,,Activity,Slip n Slide Human bowling,,,,Activity,Fashion show
,Description,They would like to create an obstacle course on the lake and race through it,,,,Description,"They would like to kidnap Connor and take him in the van to the back 40, find the group in a secret location with a secret picnic",,,,Description,They would like to build and paint a shoe rack for the cabin,,,,Description,Slip n Slide,,,,Description,dressing each other and getting makeovers then having a fashion show
,Materials,"pool noodle, rubber bands, floaties,",,,,Materials,"1 rope, 2 walkies, sandwiches, pcinic blanket, candles, tea, map of camp, blindfold",,,,Materials,"10 planks of wood, 5 hot glue guns, nails, power drill,  paint brushes, paint",,,,Materials,"Slip n Slide, inflatable bowling pins",,,,Materials,"face paint, face gems, nail polish, red carpet"
,Location,Lake - Mats,,,,Location,Back 40 1,,,,Location,Manzi,,,,Location,Slip n Slide,,,,Location,Craft Shack 2
,Notes,,,,,Notes,,,,,Notes,Power drill HERO?,,,,Notes,2026-05-05 00:00:00,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES
M2,Activity,Planning a special wakeup for another cabin,,,,Activity,Sensory scientists,,,,Activity,Improv activity,,,,Activity,Build a secret hide out,,,,Activity,Dog trainers at the falls
,Description,develop a special wakeup for another cabin,,,,Description,"Make lava lamps, slime, and oobleck",,,,Description,Make up a little play,,,,Description,Build a secret hide out out of wood tarp and leaves,,,,Description,Go swimming with dogs
,Materials,UAD,,,,Materials,Z:\Camp\Manuals Galore\Cabin Activity Archive\16. Science,,,,Materials,costumes,,,,Materials,"Wood, tarp, leaves",,,,Materials,Dogs
,Location,Dining Area 2,,,,Location,Dining Area 2,,,,Location,Blockprinting,,,,Location,Back 40 1,,,,Location,Hot Rocks
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes,"LG, Dog HERO - BEBE/matthew?"
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,"Matthew, LIFEGUARD"
M3,Activity,Kidnapped and Dropped in the BAck 40,,,,Activity,Bedazzle Brian's Head,,,,Activity,Infection Tag in the Lake,,,,Activity,Lodge Sleepover (EMBERS),,,,Activity,Street Interviews
,Description,"Girls want to be tied up, blindfolded and taken in a van to the back 40",,,,Description,We make Brian Beautiful(er) (SUPER EXCITED),,,,Description,We play infection tag in the lake,,,,Description,2nd overnight in the lodge with Kali (her mom said it would be okay),,,,Description,We walk around and pretend to film people and interogate them (dressed as reporters) they just want to find james and annoy him TBH
,Materials,"blindfolds (6), ropes (6), van (1)",,,,Materials,"Body safe gems, paint, feathers",,,,Materials,,,,,Materials,n/a,,,,Materials,"camera, mic, costumes"
,Location,Back 40 1,,,,Location,Any,,,,Location,Lake - Iceberg,,,,Location,Lodge,,,,Location,roaming
,Notes,"Driver, CE",,,,Notes,Brian,,,,Notes,Lifeguard,,,,Notes,,,,,Notes
,HEROES,Driver,,,,HEROES,Brian,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES
M4,Activity,Protein Powder Cult,,,,Activity,Cabin M4 Shelves decorating,,,,Activity,CAPP: Paint the deck for M4 and p-cord door,,,,Activity,CAPP: Paint the deck for M4 and p-cord door,,,,Activity,Karaoke
,Description,"Put sand in bags to pretend is protein powder, and go around trying to get others to join the cult",,,,Description,decorate our cabin and the shelves by the bed,,,,Description,Prep the deck for our capp,,,,Description,re-paint the deck and replace the p cord on the door,,,,Description,Blindfolded karaoke and they get waterbalooned if they get the lyric wrong
,Materials,"Costumes (get own), plastic bags, paper, markers",,,,Materials,"Paper, Markers, decor, air dry clay,",,,,Materials,"6 pieces of sand paper, a lot of white paint, and 6 big paint brushes",,,,Materials,"a lot of Acrylic paint (light blue or blue), 6 big paint brushes, new p-cord",,,,Materials,"Waterbaloons, lyrics, blindfold, (karaoke machine)"
,Location,,,,,Location,Manzi,,,,Location,Manzi,,,,Location,Manzi,,,,Location
,Notes,,,,,Notes,,,,,Notes,This would be a 2 day Cabin Act,,,,Notes,This would be a 2 day Cabin Act,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
M5,Activity,Spa day and Henna at hot rocks,,,,Activity,Build Build Destroy,,,,Activity,Celebrate the mascot's birthday: bake a 2 layer cake,,,,Activity,Picnic at yuba,,,,Activity,Wheel of doom trivia with James
,Description,,,,,Description,"Build a mini version of a cabin out of cardboard, build a bomb, and then blow up the cardboard cabin.",,,,Description,Create a tiered cake to celebrate our mascot,,,,Description,,,,,Description,"Put james on the wheel of doom, have him answer trivia questions, and when he gets them wrong throw water balloons (prefferably with paint/color to make a colorful shirt for him)"
,Materials,,,,,Materials,"Bomb supplies?, Cardboard, duct tape",,,,Materials,"▢2 cups plain / all purpose flour, 2 1/2 teaspoons baking powder, 1/4 tsp cooking salt, 4 large eggs,1 1/2 cups sugar, 1/2 cup unsalted butter , 1.5 cup milk , 6 tsp vanilla extract , 3 tsp vegetable or canola oil,  1 stick of butter, 2 cups powdered sugar https://www.recipetineats.com/my-very-best-vanilla-cake/",,,,Materials,,,,,Materials,"Tie dye, white tshirt (James size), reusable water balloons, rope, blindfold"
,Location,,,,,Location,Campfire Circle,,,,Location,Dining area and Community Kitchen,,,,Location,,,,,Location
,Notes,,,,,Notes,"Bomb hero, randy requested",,,,Notes,,,,,Notes,"LG, Driver",,,,Notes,James
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,"Driver, LIFEGUARD",,,,HEROES,James
P1,Activity,slip and slide,,,,Activity,Liquid Nitrogen Ice cream,,,,Activity,REST HOUR mafia real life,,,,Activity,Bubble Sumo,,,,Activity,gluten free bread 4 Luca
,Description,Kids in bubbles on the slip and slide,,,,Description,,,,,Description,mats on the lodge creating a tiny maze rules and play,,,,Description,Bubble SUits on a tarp,,,,Description
,Materials,soap,,,,Materials,P,,,,Materials,"lodge mats, fake weapons, costumes",,,,Materials,"Bubble Suits, Tarp",,,,Materials
,Location,Slip n Slide,,,,Location,Dining Area 1,,,,Location,Lodge 1,,,,Location,Field - Tiny,,,,Location,DIning Area then Community Kitchen
,Notes,,,,,Notes,Liquid Nitrogen,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,Liquid Nitrogen,,,,HEROES,,,,,HEROES,,,,,HEROES
P2,Activity,Trickshot Knights,,,,Activity,Low Ropes,,,,Activity,Firemaking Challenge,,,,Activity,Nerf gun fights & forts,,,,Activity,REST HOUR Blood on the Clocktower with P4
,Description,We are a clan of knights and if you complete our trickshot course we will knight you. Trickshots are just ping pong balls and cups,,,,Description,We do low ropes,,,,Description,Task them to make a fire and when they do they get a clue in a scavenger hunt/puzzle which leads them somewhere? I can make the scavenger hunt or you can if there is one in the books,,,,Description,make forts in the lodge and fight during rest hour,,,,Description,I run a game of BotC with P2 and P4
,Materials,"knight costumes (get own), foam swords, ~60 ping pong balls, clear tape, cardboard, cups",,,,Materials,,,,,Materials,"firemaking stuff, scavenger stuff",,,,Materials,"Mats (in lodge), blankets (or tapestries/silks), cardboard, tape, nerf guns x6, safety glasses x6, darts (filled + 12 backup)",,,,Materials
,Location,Roaming,,,,Location,Pin,,,,Location,Lake campfire,,,,Location,Lodge,,,,Location,Lodge Rest Hour
,Notes,,,,,Notes,Low Ropes Facilitator,,,,Notes,Firemaking Hero,,,,Notes,,,,,Notes,Cameron is the hero
,HEROES,,,,,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,Firemaking,,,,HEROES,,,,,HEROES,Village Heroes
P3,Activity,Pole Course Pacman,,,,Activity,Make our own Dungeon Mayhem Decks!,,,,Activity,Gillie Suit Nerf Gun Fight w/P5,,,,Activity,Wrestle at the lake mats,,,,Activity,Big Fire
,Description,pag games on pole course,,,,Description,We take the rules of Dungeon Mayhem but we make our own decks and then play against each other so game can incude more players,,,,Description,Fight Pine 5 with nerf guns,,,,Description,Push eachother into the lake from the lake mats,,,,Description,We make a huge fire at the campfire
,Materials,Costumes (get own?),,,,Materials,"~120 cards - 3 decks or misc cards, LARGE letter address adhesive (to put on a playing card without going over the border), Sharpie, Markers",,,,Materials,See P5,,,,Materials,life jackets,,,,Materials,Lots of pine needles and wood
,Location,Pole Course,,,,Location,Pine,,,,Location,Back 40 3,,,,Location,Lake - Mats,,,,Location,Campfire Circle
,Notes,Rob,,,,Notes,,,,,Notes,,,,,Notes,LG,,,,Notes
,HEROES,Rob,,,,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES
P4,Activity,Pine Sabers,,,,Activity,Wacky Experiments,,,,Activity,Picnic at the bottom of the falls,,,,Activity,Flame thrower grilled cheese,,,,Activity,REST HOUR Blood on the Clocktower with Pine 2
,Description,"Campers choose between making a lightsaber handle from normal lather or making a miniature lightsaber out of a pen. Pool noodle ""blades"" are added to the saber handles",,,,Description,Campers try to explode watermelon using rubber bands and then eat it. Campers set off elephant toothpaste,,,,Description,"Cabin has a picnic at the bottom of the falls. They swim in the water, and use floaties",,,,Description,P4,,,,Description,Cabin plays BotC with Pine 2
,Materials,"lathe pen equipment, paint of various colors, 6 paint brushes",,,,Materials,"watermelon, over 100 rubberbands, plastic container watermelon shield, elephant toothpaste materials",,,,Materials,"picnic supplies, 6 floaties",,,,Materials,"12 slices of bread, 6 slices of cheese, 6 slices of ham, flamethrower, aluminum foil",,,,Materials
,Location,Lathe,,,,Location,Field - Tiny,,,,Location,The Falls - Bottom,,,,Location,Campfire Circle,,,,Location,Lodge Rest  Hour
,Notes,Liam can hero,,,,Notes,,,,,Notes,,,,,Notes,Flamethrower HERO,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,Flamethrower,,,,HEROES
P5,Activity,Chair Game,,,,Activity,Blob Into Lake,,,,Activity,Nerf Gun Gillie Suit Battle w/ P3,,,,Activity,Prep an SE for James,,,,Activity,Making Scents
,Description,Trivia where they pull them into the water if they get it wrong,,,,Description,,,,,Description,Have a Nerf Gun battle in the back 40,,,,Description,"Prep an SE for someone (prob P1 or P3) during CA to run during RH. Prep and kidnap James as a part of the SE. admit belgium isn't real, use spinning wheel.",,,,Description,Make scents @ HMM (Not sure how)
,Materials,"Chair (the blue one at the yurt), Rope (~50ft), Trivia Questions",,,,Materials,,,,,Materials,"Gillie Suits (x12) (or could use a nature fabric), Nerf Guns (x14 - backups), Fully loaded darts + 12 more, safety glasses",,,,Materials,,,,,Materials,(stuff at ODK?)
,Location,Lake - Dock,,,,Location,Lake - Trampoline,,,,Location,Back 40 2,,,,Location,,,,,Location,Outdoor Kitchen
,Notes,Lifeguard,,,,Notes,LG,,,,Notes,,,,,Notes,Not Friday,,,,Notes,NEEDS CLARITY - CHECK WITH KAYCE
,HEROES,LIFEGUARD,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,Kayce
P6,Activity,,,,,Activity,,,,,Activity,,,,,Activity,,,,,Activity
,Description,,,,,Description,,,,,Description,,,,,Description,,,,,Description
,Materials,,,,,Materials,,,,,Materials,,,,,Materials,,,,,Materials
,Location,,,,,Location,,,,,Location,,,,,Location,,,,,Location
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O1,Activity,Bedazzle Brian's Head,,,,Activity,CAPP: Help the Kitchen (Make a dessert and decorate),,,,Activity,Yuba SCUBA Picnic DO NOT RUN UNTIL NEXT WEEK,,,,Activity,Embroider Shirts,,,,Activity,Trivia on the lake iceberg
,Description,"Bedalls Brian's head with lots of stickers, glitter, face paint, and face gems",,,,Description,Help the kitchen make desert one day. The hope is to make cake if possible and decorate it.,,,,Description,Picnic at the yuba - ideally with SCUBA gear,,,,Description,Embroider/Clothing after the shirts we dyed,,,,Description,Trivia on the lake iceberg
,Materials,"face gems, face paint set, face glitter set",,,,Materials,(kitchen provides),,,,Materials,"7 sets of scuba gear & facemask goggles, picnic blanket",,,,Materials,"7 hoops, lots of embroidery floss, 7 needles, 7 scissors",,,,Materials,1 trivia sheet
,Location,Dining Area 1,,,,Location,Kitchen,,,,Location,Offsite 1,,,,Location,Craft Shack 1,,,,Location,Lake - Iceberg
,Notes,2026-05-05 00:00:00,,,,Notes,Nelly said Tuesday of week 2,,,,Notes,"Lifeguard / Driver (x2), SCUBA Hero?",,,,Notes,2026-05-05 00:00:00,,,,Notes,2026-05-05 00:00:00
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O2,Activity,Miracle Berries Blindfold Bad Food,,,,Activity,Playing Mermaids at The Falls,,,,Activity,Rage Room,,,,Activity,Mermaid Improv Skits,,,,Activity,Tie Dye Water Gun T-Shirts
,Description,Take miracle berries and test strange unconventional foods,,,,Description,Become mermaids and splash around while discussing mermaid topics,,,,Description,"They want to break stuff with Ken and Casey, who are usually known for building stuff",,,,Description,Build on characterization from the mermaid adventure part 1 to add a theatrical storyline to their mermaid games,,,,Description
,Materials,"Miracle Berries, blindfolds, garlic, lemon juice, salsa, ginger, onion, balsamic vinigar",,,,Materials,"mermaid fins, face paint, face sparkles",,,,Materials,Stuff to break,,,,Materials,Mermaid stuff,,,,Materials,"water guns, tie dye, shirts, buckets of water"
,Location,Dining Area 2,,,,Location,The Falls - Bottom,,,,Location,Back 40 1,,,,Location,The Falls - Bottom,,,,Location,Field - Tiny
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
